Aar;VdrNr;Vassdrag;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
2006;168.7Z;Lommervassdraget (Bellkjøselva);13;8;8;6;2;1;0;0;0;0;0;0
2007;168.7Z;Lommervassdraget (Bellkjøselva);7;12;7;5;2;1;0;0;0;0;0;0
2008;168.7Z;Lommervassdraget (Bellkjøselva);7;5;0;3;1;0;0;0;0;0;0;0
2009;168.7Z;Lommervassdraget (Bellkjøselva);5;21;0;2;5;0;0;0;0;0;0;0
2010;168.7Z;Lommervassdraget (Bellkjøselva);0;12;0;0;2;0;0;0;0;0;0;0
2011;168.7Z;Lommervassdraget (Bellkjøselva);10;12;0;4;3;0;0;0;0;0;0;0
2012;168.7Z;Lommervassdraget (Bellkjøselva);9;5;0;5;1;0;0;0;0;0;0;0
2013;168.7Z;Lommervassdraget (Bellkjøselva);1;0;0;1;0;0;0;0;0;0;0;0
2014;168.7Z;Lommervassdraget (Bellkjøselva);2;9;0;2;2;0;4;0;0;2;0;0
2015;168.7Z;Lommervassdraget (Bellkjøselva);7;19;0;5;5;0;0;0;0;0;0;0
2016;168.7Z;Lommervassdraget (Bellkjøselva);4;10;0;3;2;0;0;0;0;0;0;0
2017;168.7Z;Lommervassdraget (Bellkjøselva);5;8;0;3;2;0;0;0;0;0;0;0
2018;168.7Z;Lommervassdraget (Bellkjøselva);3;0;0;1;0;0;0;0;0;0;0;0
2019;168.7Z;Lommervassdraget (Bellkjøselva);5;9;0;2;2;0;0;0;0;0;0;0
2020;168.7Z;Lommervassdraget (Bellkjøselva);5;21;0;3;4;0;0;4;0;0;1;0
2021;168.7Z;Lommervassdraget (Bellkjøselva);3;8;0;2;2;0;0;0;0;0;0;0
2022;168.7Z;Lommervassdraget (Bellkjøselva);7;12;0;5;3;0;1;0;0;1;0;0
2023;168.7Z;Lommervassdraget (Bellkjøselva);0;0;0;0;0;0;0;0;0;0;0;0
2024;168.7Z;Lommervassdraget (Bellkjøselva);0;0;0;0;0;0;0;0;0;0;0;0
1993;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;168.8Z;Laksåvassdraget;1;0;0;1;0;0;0;0;0;0;0;0
1996;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;168.8Z;Laksåvassdraget;2;0;0;2;0;0;0;0;0;0;0;0
1999;168.8Z;Laksåvassdraget;16;0;0;8;0;0;0;0;0;0;0;0
2000;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;168.8Z;Laksåvassdraget;16;0;0;6;0;0;0;0;0;0;0;0
2002;168.8Z;Laksåvassdraget;17;7;23;6;1;2;0;0;0;0;0;0
2003;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;168.8Z;Laksåvassdraget;4;5;0;2;1;0;0;0;0;0;0;0
2013;168.8Z;Laksåvassdraget;6;3;0;2;1;0;0;0;0;0;0;0
2014;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;168.8Z;Laksåvassdraget;2;0;0;1;0;0;0;0;0;0;0;0
2016;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;168.8Z;Laksåvassdraget;4;0;0;2;0;0;0;0;0;0;0;0
2018;168.8Z;Laksåvassdraget;9;0;0;4;0;0;0;0;0;0;0;0
2019;168.8Z;Laksåvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;168.8Z;Laksåvassdraget;7;0;0;3;0;0;0;0;0;0;0;0
2021;168.8Z;Laksåvassdraget;13;9;0;5;2;0;0;0;0;0;0;0
2022;168.8Z;Laksåvassdraget;18;15;0;8;4;0;0;0;0;0;0;0
2023;168.8Z;Laksåvassdraget;3;0;0;1;0;0;0;0;0;0;0;0
2024;168.8Z;Laksåvassdraget;3;10;0;1;3;0;0;0;0;0;0;0
1993;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1994;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1995;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1996;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1997;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1998;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1999;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2000;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2001;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2002;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2003;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2004;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2005;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2006;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2007;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2008;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2009;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2010;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2011;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2012;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2013;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2014;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2015;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2016;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2017;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2018;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2019;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2020;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2021;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2022;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2023;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
2024;168.9Z;Forsdalselva (Flekkoselva);0;0;0;0;0;0;0;0;0;0;0;0
1993;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.21Z;Mellomelva/Åsjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.2Z;Marhaugelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.31Z;Bjørndalselva;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.3Z;Leirosdalselva;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.413Z;Nonsvassdraget/Sagelvvassdraget;1;0;0;1;0;0;0;0;0;0;0;0
2008;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.413Z;Nonsvassdraget/Sagelvvassdraget;3;0;0;2;0;0;0;0;0;0;0;0
2021;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.413Z;Nonsvassdraget/Sagelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.4Z;Hasselbakkvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
