Aar;VdrNr;Vassdrag;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
2011;220.1Z;Snefjordvassdraget (Måsøy);3;0;0;2;0;0;0;0;0;0;0;0
2012;220.1Z;Snefjordvassdraget (Måsøy);6;0;0;3;0;0;0;0;0;0;0;0
2013;220.1Z;Snefjordvassdraget (Måsøy);3;10;0;4;3;0;0;0;0;0;0;0
2014;220.1Z;Snefjordvassdraget (Måsøy);7;0;0;4;0;0;0;0;0;0;0;0
2015;220.1Z;Snefjordvassdraget (Måsøy);11;0;0;5;0;0;0;0;0;0;0;0
2016;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;3;0;0;2;0;0
2017;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;0;0;0;0;0;0
2018;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;0;0;0;0;0;0
2019;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;0;0;0;0;0;0
2020;220.1Z;Snefjordvassdraget (Måsøy);2;0;0;2;0;0;0;0;0;0;0;0
2021;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;0;0;0;0;0;0
2022;220.1Z;Snefjordvassdraget (Måsøy);10;0;0;6;0;0;0;0;0;0;0;0
2023;220.1Z;Snefjordvassdraget (Måsøy);3;6;0;2;1;0;0;0;0;0;0;0
2024;220.1Z;Snefjordvassdraget (Måsøy);12;0;0;9;0;0;0;0;0;1;0;0
2024;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;220.53X1Z;Ryggefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;220.5Z;Hamnevassdraget;1;0;0;1;0;0;0;0;0;0;0;0
2006;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;220.5Z;Hamnevassdraget;13;3;0;6;1;0;0;0;0;0;0;0
2009;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;220.5Z;Hamnevassdraget;9;4;0;4;1;0;0;0;0;0;0;0
2011;220.5Z;Hamnevassdraget;1;0;0;1;0;0;0;0;0;0;0;0
2012;220.5Z;Hamnevassdraget;12;0;0;6;0;0;0;0;0;0;0;0
2013;220.5Z;Hamnevassdraget;4;0;0;2;0;0;0;0;0;0;0;0
2014;220.5Z;Hamnevassdraget;7;5;0;5;1;0;0;0;0;0;0;0
2015;220.5Z;Hamnevassdraget;2;5;0;2;1;0;0;0;0;0;0;0
2016;220.5Z;Hamnevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;220.5Z;Hamnevassdraget;8;0;0;7;0;0;0;0;0;0;0;0
2018;220.5Z;Hamnevassdraget;3;0;0;3;0;0;0;0;0;0;0;0
2019;220.5Z;Hamnevassdraget;6;0;0;3;0;0;0;0;0;0;0;0
2020;220.5Z;Hamnevassdraget;8;4;0;7;1;0;0;0;0;0;0;0
2021;220.5Z;Hamnevassdraget;5;3;0;4;1;0;0;0;0;0;0;0
2022;220.5Z;Hamnevassdraget;5;0;0;3;0;0;0;0;0;0;0;0
2023;220.5Z;Hamnevassdraget;13;3;0;7;1;0;0;0;0;0;0;0
2024;220.5Z;Hamnevassdraget;13;14;0;8;4;0;0;0;0;0;0;0
1993;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;220.8Z;Lafjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;222.2Z;Strandelvvassdraget;2;0;0;1;0;0;0;0;0;0;0;0
2018;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;222.2Z;Strandelvvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;222.4Z;Smørfjordelva;6;4;0;4;1;0;0;0;0;0;0;0
2020;222.4Z;Smørfjordelva;48;43;0;32;12;0;0;0;0;0;0;0
2021;222.4Z;Smørfjordelva;32;27;0;16;7;0;0;0;0;0;0;0
2022;222.4Z;Smørfjordelva;8;23;9;4;5;1;0;0;0;0;0;0
2023;222.4Z;Smørfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;222.4Z;Smørfjordelva;5;0;0;3;0;0;3;0;0;1;0;0
1993;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;222.7Z;Ytre Billefjordelva;18;5;11;10;1;1;0;0;0;0;0;0
2001;222.7Z;Ytre Billefjordelva;35;0;0;22;0;0;0;0;0;0;0;0
2002;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;222.7Z;Ytre Billefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;222.7Z;Ytre Billefjordelva;10;0;0;6;0;0;0;0;0;0;0;0
2005;222.7Z;Ytre Billefjordelva;40;0;0;23;0;0;0;0;0;0;0;0
2006;222.7Z;Ytre Billefjordelva;46;0;0;29;0;0;0;0;0;0;0;0
2007;222.7Z;Ytre Billefjordelva;13;0;0;8;0;0;0;0;0;0;0;0
2008;222.7Z;Ytre Billefjordelva;39;0;0;25;0;0;0;0;0;0;0;0
2009;222.7Z;Ytre Billefjordelva;14;0;0;9;0;0;0;0;0;0;0;0
2010;222.7Z;Ytre Billefjordelva;18;4;0;10;1;0;0;0;0;0;0;0
2011;222.7Z;Ytre Billefjordelva;16;0;0;9;0;0;0;0;0;0;0;0
2012;222.7Z;Ytre Billefjordelva;35;12;0;20;3;0;0;0;0;0;0;0
2013;222.7Z;Ytre Billefjordelva;35;0;0;23;0;0;0;0;0;0;0;0
2014;222.7Z;Ytre Billefjordelva;59;12;0;35;3;0;0;0;0;0;0;0
2015;222.7Z;Ytre Billefjordelva;125;4;10;81;1;1;0;0;0;0;0;0
2016;222.7Z;Ytre Billefjordelva;132;17;0;79;4;0;0;0;0;0;0;0
2017;222.7Z;Ytre Billefjordelva;180;43;0;108;12;0;0;0;0;0;0;0
2018;222.7Z;Ytre Billefjordelva;53;0;0;33;0;0;0;0;0;0;0;0
2019;222.7Z;Ytre Billefjordelva;138;33;0;76;9;0;0;0;0;0;0;0
2020;222.7Z;Ytre Billefjordelva;51;3;0;36;1;0;0;0;0;0;0;0
2021;222.7Z;Ytre Billefjordelva;46;0;0;27;0;0;0;0;0;0;0;0
2022;222.7Z;Ytre Billefjordelva;52;4;0;32;1;0;0;0;0;0;0;0
2023;222.7Z;Ytre Billefjordelva;34;12;0;20;2;0;3;3;0;2;1;0
2024;222.7Z;Ytre Billefjordelva;29;0;0;18;0;0;1;0;0;1;0;0
1993;223.Z;Stabburselva Vesterbotn;970;425;774;508;96;79;0;0;0;0;0;0
1994;223.Z;Stabburselva Vesterbotn;1234;259;1220;698;54;139;0;0;0;0;0;0
1995;223.Z;Stabburselva Vesterbotn;1748;260;1224;1000;55;135;0;0;0;0;0;0
1996;223.Z;Stabburselva Vesterbotn;1027;286;688;573;66;80;0;0;0;0;0;0
1997;223.Z;Stabburselva Vesterbotn;676;218;213;345;43;24;0;0;0;0;0;0
1998;223.Z;Stabburselva Vesterbotn;838;179;339;501;39;34;0;0;0;0;0;0
1999;223.Z;Stabburselva Vesterbotn;703;197;390;374;41;40;0;0;0;0;0;0
2000;223.Z;Stabburselva Vesterbotn;709;469;771;363;98;81;0;0;0;0;0;0
2001;223.Z;Stabburselva Vesterbotn;695;436;828;376;85;86;0;0;0;0;0;0
2002;223.Z;Stabburselva Vesterbotn;372;371;621;216;66;67;0;0;0;0;0;0
2003;223.Z;Stabburselva Vesterbotn;709;311;919;363;76;95;0;0;0;0;0;0
2004;223.Z;Stabburselva Vesterbotn;1184;300;373;610;71;43;0;0;0;0;0;0
2005;223.Z;Stabburselva Vesterbotn;1096;412;1021;589;94;105;0;0;0;0;0;0
2006;223.Z;Stabburselva Vesterbotn;2206;972;1329;1203;220;145;0;0;0;0;0;0
2007;223.Z;Stabburselva Vesterbotn;1191;806;1413;676;172;151;0;0;0;0;0;0
2008;223.Z;Stabburselva Vesterbotn;1855;1175;2335;971;228;243;0;0;0;0;0;0
2009;223.Z;Stabburselva Vesterbotn;808;789;2106;445;157;229;22;71;176;14;14;20
2010;223.Z;Stabburselva Vesterbotn;757;877;1831;364;181;189;64;41;166;32;9;15
2011;223.Z;Stabburselva Vesterbotn;642;539;1276;332;109;130;105;73;270;54;16;26
2012;223.Z;Stabburselva Vesterbotn;799;1188;1985;396;248;203;124;191;406;69;45;41
2013;223.Z;Stabburselva Vesterbotn;761;717;820;462;136;86;162;181;261;95;37;25
2014;223.Z;Stabburselva Vesterbotn;724;857;1234;343;203;121;61;218;240;32;54;25
2015;223.Z;Stabburselva Vesterbotn;541;891;989;295;175;106;131;193;133;68;44;15
2016;223.Z;Stabburselva Vesterbotn;718;815;1201;405;161;124;148;186;208;82;35;23
2017;223.Z;Stabburselva Vesterbotn;499;623;1140;249;149;115;91;200;426;44;42;39
2018;223.Z;Stabburselva Vesterbotn;593;448;521;308;102;54;193;291;367;96;63;37
2019;223.Z;Stabburselva Vesterbotn;388;410;1061;207;89;105;110;295;528;57;60;51
2020;223.Z;Stabburselva Vesterbotn;365;273;1178;200;60;115;75;179;378;45;38;39
2021;223.Z;Stabburselva Vesterbotn;373;186;325;199;45;30;84;179;143;42;40;16
2022;223.Z;Stabburselva Vesterbotn;355;365;431;169;89;45;151;500;461;73;101;51
2023;223.Z;Stabburselva Vesterbotn;368;378;482;176;87;50;138;310;399;68;67;41
2024;223.Z;Stabburselva Vesterbotn;382;348;726;191;78;72;216;233;297;105;52;31
1993;224.2Z;Brennelva;4;0;11;2;0;1;0;0;0;0;0;0
1994;224.2Z;Brennelva;4;5;8;2;1;1;0;0;0;0;0;0
1995;224.2Z;Brennelva;9;5;8;5;1;1;0;0;0;0;0;0
1996;224.2Z;Brennelva;7;10;17;6;2;2;0;0;0;0;0;0
1997;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;224.2Z;Brennelva;4;4;9;2;1;1;0;0;0;0;0;0
2001;224.2Z;Brennelva;78;6;9;36;1;1;0;0;0;0;0;0
2002;224.2Z;Brennelva;13;17;17;9;4;2;0;0;0;0;0;0
2003;224.2Z;Brennelva;5;0;9;2;0;1;0;0;0;0;0;0
2004;224.2Z;Brennelva;8;0;0;4;0;0;0;0;0;0;0;0
2005;224.2Z;Brennelva;15;17;21;7;3;2;0;0;0;0;0;0
2006;224.2Z;Brennelva;15;33;55;7;10;6;0;0;0;0;0;0
2007;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;224.2Z;Brennelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;224.2Z;Brennelva;4;4;0;2;1;0;3;6;9;1;1;1
2020;224.2Z;Brennelva;8;4;7;6;1;1;0;6;100;0;1;11
2021;224.2Z;Brennelva;4;0;0;2;0;0;0;0;0;0;0;0
2022;224.2Z;Brennelva;25;0;8;12;0;1;0;0;8;0;0;1
2023;224.2Z;Brennelva;10;0;0;5;0;0;8;4;0;3;1;0
2024;224.2Z;Brennelva;4;0;0;2;0;0;6;0;0;2;0;0
1993;224.Z;Lakselva i Porsanger;1754;0;4117;726;0;488;0;0;0;0;0;0
1994;224.Z;Lakselva i Porsanger;803;445;2269;421;94;216;0;0;0;0;0;0
1995;224.Z;Lakselva i Porsanger;1291;482;2799;616;119;235;0;0;0;0;0;0
1996;224.Z;Lakselva i Porsanger;723;323;2194;355;70;161;0;0;0;0;0;0
1997;224.Z;Lakselva i Porsanger;578;245;864;274;59;91;0;0;0;0;0;0
1998;224.Z;Lakselva i Porsanger;963;675;940;449;162;101;0;0;0;0;0;0
1999;224.Z;Lakselva i Porsanger;1071;684;1190;391;148;80;0;0;0;0;0;0
2000;224.Z;Lakselva i Porsanger;1247;710;2752;544;170;271;0;0;0;0;0;0
2001;224.Z;Lakselva i Porsanger;1360;872;3460;596;274;324;0;0;0;0;0;0
2002;224.Z;Lakselva i Porsanger;765;368;1975;333;72;214;0;0;0;0;0;0
2003;224.Z;Lakselva i Porsanger;1237;977;2745;512;221;252;0;0;0;0;0;0
2004;224.Z;Lakselva i Porsanger;1039;736;1688;441;155;167;0;0;0;0;0;0
2005;224.Z;Lakselva i Porsanger;1540;709;3333;726;148;307;0;0;0;0;0;0
2006;224.Z;Lakselva i Porsanger;1288;1083;2063;639;255;195;0;0;0;0;0;0
2007;224.Z;Lakselva i Porsanger;1129;1048;4487;561;235;431;0;0;0;0;0;0
2008;224.Z;Lakselva i Porsanger;1213;1034;4411;571;253;410;0;0;0;0;0;0
2009;224.Z;Lakselva i Porsanger;678;853;3010;346;189;289;51;147;2573;26;30;248
2010;224.Z;Lakselva i Porsanger;952;1236;3804;436;279;346;159;407;2837;75;83;268
2011;224.Z;Lakselva i Porsanger;973;1068;2850;453;241;275;211;470;2680;97;114;257
2012;224.Z;Lakselva i Porsanger;925;1550;4813;415;381;461;276;720;3928;128;177;373
2013;224.Z;Lakselva i Porsanger;689;939;2830;393;185;278;240;390;2662;136;78;265
2014;224.Z;Lakselva i Porsanger;728;1430;3797;324;357;350;152;668;2860;69;161;255
2015;224.Z;Lakselva i Porsanger;902;1145;3442;422;253;365;231;651;2557;112;154;259
2016;224.Z;Lakselva i Porsanger;794;776;4181;421;154;404;215;333;2725;113;68;256
2017;224.Z;Lakselva i Porsanger;366;887;4149;166;208;384;173;530;2766;79;125;244
2018;224.Z;Lakselva i Porsanger;584;714;2595;277;160;258;225;442;1639;111;109;162
2019;224.Z;Lakselva i Porsanger;379;419;2021;180;88;184;142;351;1975;71;78;180
2020;224.Z;Lakselva i Porsanger;618;459;3234;322;98;308;304;214;1850;147;46;171
2021;224.Z;Lakselva i Porsanger;381;425;1417;175;110;124;280;483;2081;132;118;193
2022;224.Z;Lakselva i Porsanger;402;305;1530;178;77;158;330;497;2490;151;122;247
2023;224.Z;Lakselva i Porsanger;325;361;1246;132;78;118;465;567;2317;200;121;203
2024;224.Z;Lakselva i Porsanger;334;240;802;153;60;76;389;324;1261;177;76;125
1993;225.Z;Børselva m/Vieksa og Ailigas;940;472;533;484;120;60;0;0;0;0;0;0
1994;225.Z;Børselva m/Vieksa og Ailigas;572;341;280;335;71;32;0;0;0;0;0;0
1995;225.Z;Børselva m/Vieksa og Ailigas;793;281;522;450;54;58;0;0;0;0;0;0
1996;225.Z;Børselva m/Vieksa og Ailigas;783;370;349;498;74;40;0;0;0;0;0;0
1997;225.Z;Børselva m/Vieksa og Ailigas;739;316;273;444;70;29;0;0;0;0;0;0
1998;225.Z;Børselva m/Vieksa og Ailigas;1460;470;268;861;101;29;0;0;0;0;0;0
1999;225.Z;Børselva m/Vieksa og Ailigas;2204;651;257;1276;141;29;0;0;0;0;0;0
2000;225.Z;Børselva m/Vieksa og Ailigas;1315;1544;399;686;334;46;0;0;0;0;0;0
2001;225.Z;Børselva m/Vieksa og Ailigas;1178;1055;774;610;242;85;0;0;0;0;0;0
2002;225.Z;Børselva m/Vieksa og Ailigas;672;632;470;346;147;55;0;0;0;0;0;0
2003;225.Z;Børselva m/Vieksa og Ailigas;917;579;440;479;136;52;0;0;0;0;0;0
