fylke;region;komnr;aar;Laks under 3 kg (kg);Laks 3 - 6,9 kg (kg);Laks 7 kg og over (kg);Laks under 3 kg (stk);Laks 3 - 6,9 kg (stk);Laks 7 kg og over (stk)
11;1159 Ølen (2002-2005);1159;1993;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;1994;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;1995;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;1996;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;1997;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;1998;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;1999;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2000;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2001;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2002;:;:;:;:;:;:
11;1159 Ølen (2002-2005);1159;2003;:;:;:;:;:;:
11;1159 Ølen (2002-2005);1159;2004;:;:;:;:;:;:
11;1159 Ølen (2002-2005);1159;2005;:;:;:;:;:;:
11;1159 Ølen (2002-2005);1159;2006;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2007;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2008;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2009;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2010;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2011;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2012;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2013;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2014;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2015;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2016;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2017;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2018;0;0;0;0;0;0
11;1159 Ølen (2002-2005);1159;2019;0;0;0;0;0;0
11;1160 Vindafjord;1160;1993;0;0;0;0;0;0
11;1160 Vindafjord;1160;1994;0;0;0;0;0;0
11;1160 Vindafjord;1160;1995;0;0;0;0;0;0
11;1160 Vindafjord;1160;1996;0;0;0;0;0;0
11;1160 Vindafjord;1160;1997;0;0;0;0;0;0
11;1160 Vindafjord;1160;1998;0;0;0;0;0;0
11;1160 Vindafjord;1160;1999;0;0;0;0;0;0
11;1160 Vindafjord;1160;2000;0;0;0;0;0;0
11;1160 Vindafjord;1160;2001;0;0;0;0;0;0
11;1160 Vindafjord;1160;2002;0;0;0;0;0;0
11;1160 Vindafjord;1160;2003;0;0;0;0;0;0
11;1160 Vindafjord;1160;2004;0;0;0;0;0;0
11;1160 Vindafjord;1160;2005;0;0;0;0;0;0
11;1160 Vindafjord;1160;2006;33;633;63;14;135;7
11;1160 Vindafjord;1160;2007;40;485;372;16;91;39
11;1160 Vindafjord;1160;2008;27;271;219;11;51;27
11;1160 Vindafjord;1160;2009;:;:;:;:;:;:
11;1160 Vindafjord;1160;2010;0;0;0;0;0;0
11;1160 Vindafjord;1160;2011;0;0;0;0;0;0
11;1160 Vindafjord;1160;2012;:;:;:;:;:;:
11;1160 Vindafjord;1160;2013;:;:;:;:;:;:
11;1160 Vindafjord;1160;2014;:;:;:;:;:;:
11;1160 Vindafjord;1160;2015;:;:;:;:;:;:
11;1160 Vindafjord;1160;2016;0;0;0;0;0;0
11;1160 Vindafjord;1160;2017;0;0;0;0;0;0
11;1160 Vindafjord;1160;2018;0;0;0;0;0;0
11;1160 Vindafjord;1160;2019;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1993;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1994;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1995;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1996;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1997;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1998;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;1999;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2000;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2001;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2002;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2003;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2004;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2005;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2006;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2007;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2008;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2009;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2010;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2011;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2012;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2013;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2014;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2015;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2016;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2017;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2018;0;0;0;0;0;0
11;1199 Uoppgitt kommune Rogaland;1199;2019;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;1993;158;168;179;75;36;18
12;1201 Bergen (-2019);1201;1994;1061;522;106;466;124;11
12;1201 Bergen (-2019);1201;1995;135;313;150;66;66;17
12;1201 Bergen (-2019);1201;1996;80;145;18;35;33;2
12;1201 Bergen (-2019);1201;1997;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;1998;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;1999;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2000;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2001;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2002;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2003;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2004;91;220;34;40;44;4
12;1201 Bergen (-2019);1201;2005;171;242;125;70;51;14
12;1201 Bergen (-2019);1201;2006;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2007;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2008;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2009;:;:;:;:;:;:
12;1201 Bergen (-2019);1201;2010;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2011;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2012;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2013;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2014;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2015;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2016;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2017;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2018;0;0;0;0;0;0
12;1201 Bergen (-2019);1201;2019;0;0;0;0;0;0
12;1211 Etne (-2019);1211;1993;93;416;175;42;93;20
12;1211 Etne (-2019);1211;1994;312;394;157;142;88;19
12;1211 Etne (-2019);1211;1995;212;501;110;95;107;13
12;1211 Etne (-2019);1211;1996;121;813;216;55;177;24
12;1211 Etne (-2019);1211;1997;:;:;:;:;:;:
12;1211 Etne (-2019);1211;1998;:;:;:;:;:;:
12;1211 Etne (-2019);1211;1999;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2000;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2001;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2002;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2003;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2004;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2005;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2006;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2007;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2008;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2009;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2010;:;:;:;:;:;:
12;1211 Etne (-2019);1211;2011;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2012;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2013;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2014;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2015;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2016;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2017;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2018;0;0;0;0;0;0
12;1211 Etne (-2019);1211;2019;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;1993;69;278;41;32;60;4
12;1214 Ølen (-2001);1214;1994;180;233;62;74;54;7
12;1214 Ølen (-2001);1214;1995;46;104;45;18;24;5
12;1214 Ølen (-2001);1214;1996;71;352;144;31;72;16
12;1214 Ølen (-2001);1214;1997;:;:;:;:;:;:
12;1214 Ølen (-2001);1214;1998;:;:;:;:;:;:
12;1214 Ølen (-2001);1214;1999;:;:;:;:;:;:
12;1214 Ølen (-2001);1214;2000;:;:;:;:;:;:
12;1214 Ølen (-2001);1214;2001;:;:;:;:;:;:
12;1214 Ølen (-2001);1214;2002;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2003;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2004;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2005;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2006;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2007;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2008;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2009;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2010;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2011;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2012;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2013;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2014;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2015;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2016;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2017;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2018;0;0;0;0;0;0
12;1214 Ølen (-2001);1214;2019;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;1993;379;736;182;161;169;21
12;1216 Sveio (-2019);1216;1994;470;482;179;199;122;20
12;1216 Sveio (-2019);1216;1995;237;619;108;96;136;13
12;1216 Sveio (-2019);1216;1996;319;954;139;127;204;17
12;1216 Sveio (-2019);1216;1997;165;166;42;67;40;5
12;1216 Sveio (-2019);1216;1998;36;216;38;16;46;5
12;1216 Sveio (-2019);1216;1999;21;29;0;9;7;0
12;1216 Sveio (-2019);1216;2000;:;:;:;:;:;:
12;1216 Sveio (-2019);1216;2001;40;108;8;17;23;1
12;1216 Sveio (-2019);1216;2002;:;:;:;:;:;:
12;1216 Sveio (-2019);1216;2003;:;:;:;:;:;:
12;1216 Sveio (-2019);1216;2004;:;:;:;:;:;:
12;1216 Sveio (-2019);1216;2005;:;:;:;:;:;:
12;1216 Sveio (-2019);1216;2006;:;:;:;:;:;:
12;1216 Sveio (-2019);1216;2007;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2008;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2009;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2010;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2011;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2012;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2013;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2014;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2015;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2016;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2017;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2018;0;0;0;0;0;0
12;1216 Sveio (-2019);1216;2019;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;1993;661;560;213;280;129;25
12;1219 Bømlo (-2019);1219;1994;828;700;188;369;166;21
12;1219 Bømlo (-2019);1219;1995;320;679;206;135;149;25
12;1219 Bømlo (-2019);1219;1996;769;2705;1036;325;578;124
12;1219 Bømlo (-2019);1219;1997;315;393;126;136;92;13
12;1219 Bømlo (-2019);1219;1998;274;679;188;114;145;23
12;1219 Bømlo (-2019);1219;1999;217;318;103;89;66;13
12;1219 Bømlo (-2019);1219;2000;858;1635;130;360;415;16
12;1219 Bømlo (-2019);1219;2001;859;1825;457;352;416;57
12;1219 Bømlo (-2019);1219;2002;368;1122;173;155;279;21
12;1219 Bømlo (-2019);1219;2003;375;1016;184;158;214;23
12;1219 Bømlo (-2019);1219;2004;257;759;163;110;161;20
12;1219 Bømlo (-2019);1219;2005;215;324;159;90;71;19
12;1219 Bømlo (-2019);1219;2006;:;:;:;:;:;:
12;1219 Bømlo (-2019);1219;2007;172;1284;265;74;271;33
12;1219 Bømlo (-2019);1219;2008;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2009;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2010;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2011;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2012;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2013;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2014;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2015;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2016;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2017;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2018;0;0;0;0;0;0
12;1219 Bømlo (-2019);1219;2019;0;0;0;0;0;0
12;1221 Stord (-2019);1221;1993;35;51;29;13;10;3
12;1221 Stord (-2019);1221;1994;27;111;9;10;26;1
12;1221 Stord (-2019);1221;1995;29;95;15;11;21;2
12;1221 Stord (-2019);1221;1996;40;247;0;18;50;0
12;1221 Stord (-2019);1221;1997;:;:;:;:;:;:
12;1221 Stord (-2019);1221;1998;:;:;:;:;:;:
12;1221 Stord (-2019);1221;1999;:;:;:;:;:;:
12;1221 Stord (-2019);1221;2000;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2001;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2002;:;:;:;:;:;:
12;1221 Stord (-2019);1221;2003;:;:;:;:;:;:
12;1221 Stord (-2019);1221;2004;:;:;:;:;:;:
12;1221 Stord (-2019);1221;2005;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2006;:;:;:;:;:;:
12;1221 Stord (-2019);1221;2007;:;:;:;:;:;:
12;1221 Stord (-2019);1221;2008;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2009;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2010;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2011;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2012;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2013;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2014;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2015;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2016;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2017;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2018;0;0;0;0;0;0
12;1221 Stord (-2019);1221;2019;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;1993;1038;1191;518;451;267;57
12;1222 Fitjar (-2019);1222;1994;1292;1544;360;559;351;43
12;1222 Fitjar (-2019);1222;1995;630;2123;344;264;455;43
12;1222 Fitjar (-2019);1222;1996;436;1500;478;191;307;56
12;1222 Fitjar (-2019);1222;1997;316;310;80;129;71;9
12;1222 Fitjar (-2019);1222;1998;275;559;88;114;115;11
12;1222 Fitjar (-2019);1222;1999;141;181;22;56;43;3
12;1222 Fitjar (-2019);1222;2000;1056;2253;176;444;540;23
12;1222 Fitjar (-2019);1222;2001;710;1595;316;289;348;40
12;1222 Fitjar (-2019);1222;2002;403;864;133;169;195;17
12;1222 Fitjar (-2019);1222;2003;209;840;278;90;175;34
12;1222 Fitjar (-2019);1222;2004;230;448;49;102;93;6
12;1222 Fitjar (-2019);1222;2005;201;329;65;87;72;7
12;1222 Fitjar (-2019);1222;2006;148;612;53;62;133;6
12;1222 Fitjar (-2019);1222;2007;166;808;343;79;164;41
12;1222 Fitjar (-2019);1222;2008;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2009;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2010;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2011;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2012;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2013;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2014;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2015;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2016;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2017;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2018;0;0;0;0;0;0
12;1222 Fitjar (-2019);1222;2019;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;1993;134;204;185;58;50;19
12;1223 Tysnes (-2019);1223;1994;388;458;366;174;111;41
12;1223 Tysnes (-2019);1223;1995;460;546;179;195;131;21
12;1223 Tysnes (-2019);1223;1996;220;789;365;107;182;43
12;1223 Tysnes (-2019);1223;1997;190;277;126;82;67;13
12;1223 Tysnes (-2019);1223;1998;45;485;55;22;103;7
12;1223 Tysnes (-2019);1223;1999;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2000;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2001;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2002;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2003;34;275;70;14;52;9
12;1223 Tysnes (-2019);1223;2004;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2005;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2006;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2007;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2008;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2009;:;:;:;:;:;:
12;1223 Tysnes (-2019);1223;2010;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2011;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2012;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2013;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2014;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2015;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2016;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2017;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2018;0;0;0;0;0;0
12;1223 Tysnes (-2019);1223;2019;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;1993;353;923;1052;152;212;115
12;1224 Kvinnherad (-2019);1224;1994;719;940;638;325;219;73
12;1224 Kvinnherad (-2019);1224;1995;435;1130;349;184;269;40
12;1224 Kvinnherad (-2019);1224;1996;263;2023;1128;116;421;130
12;1224 Kvinnherad (-2019);1224;1997;195;566;178;81;137;20
12;1224 Kvinnherad (-2019);1224;1998;157;736;168;70;160;21
12;1224 Kvinnherad (-2019);1224;1999;81;104;29;37;26;3
12;1224 Kvinnherad (-2019);1224;2000;192;436;67;84;108;9
12;1224 Kvinnherad (-2019);1224;2001;203;947;375;84;195;43
12;1224 Kvinnherad (-2019);1224;2002;66;143;34;27;29;4
12;1224 Kvinnherad (-2019);1224;2003;84;672;245;37;141;31
12;1224 Kvinnherad (-2019);1224;2004;38;244;35;17;49;4
12;1224 Kvinnherad (-2019);1224;2005;67;229;125;29;51;14
12;1224 Kvinnherad (-2019);1224;2006;:;:;:;:;:;:
12;1224 Kvinnherad (-2019);1224;2007;15;200;67;6;41;8
12;1224 Kvinnherad (-2019);1224;2008;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2009;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2010;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2011;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2012;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2013;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2014;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2015;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2016;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2017;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2018;0;0;0;0;0;0
12;1224 Kvinnherad (-2019);1224;2019;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;1993;358;1215;1031;150;298;109
12;1227 Jondal (-2019);1227;1994;399;831;474;173;199;53
12;1227 Jondal (-2019);1227;1995;760;1315;275;327;319;31
12;1227 Jondal (-2019);1227;1996;97;947;595;45;192;68
12;1227 Jondal (-2019);1227;1997;65;187;45;29;45;5
12;1227 Jondal (-2019);1227;1998;:;:;:;:;:;:
12;1227 Jondal (-2019);1227;1999;:;:;:;:;:;:
12;1227 Jondal (-2019);1227;2000;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2001;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2002;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2003;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2004;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2005;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2006;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2007;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2008;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2009;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2010;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2011;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2012;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2013;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2014;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2015;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2016;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2017;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2018;0;0;0;0;0;0
12;1227 Jondal (-2019);1227;2019;0;0;0;0;0;0
12;1228 Odda (-2019);1228;1993;0;24;26;0;5;3
12;1228 Odda (-2019);1228;1994;:;:;:;:;:;:
12;1228 Odda (-2019);1228;1995;:;:;:;:;:;:
12;1228 Odda (-2019);1228;1996;:;:;:;:;:;:
12;1228 Odda (-2019);1228;1997;0;0;0;0;0;0
12;1228 Odda (-2019);1228;1998;0;0;0;0;0;0
12;1228 Odda (-2019);1228;1999;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2000;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2001;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2002;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2003;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2004;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2005;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2006;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2007;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2008;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2009;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2010;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2011;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2012;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2013;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2014;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2015;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2016;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2017;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2018;0;0;0;0;0;0
12;1228 Odda (-2019);1228;2019;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1993;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1994;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1995;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1996;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1997;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1998;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;1999;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2000;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2001;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2002;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2003;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2004;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2005;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2006;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2007;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2008;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2009;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2010;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2011;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2012;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2013;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2014;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2015;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2016;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2017;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2018;0;0;0;0;0;0
12;1230 Ullensvang (-1976);1230;2019;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;1993;23;98;57;9;24;6
12;1231 Ullensvang (1977-2019);1231;1994;81;213;203;32;49;24
12;1231 Ullensvang (1977-2019);1231;1995;179;404;73;75;94;9
12;1231 Ullensvang (1977-2019);1231;1996;49;263;281;21;53;32
12;1231 Ullensvang (1977-2019);1231;1997;:;:;:;:;:;:
12;1231 Ullensvang (1977-2019);1231;1998;55;136;15;26;33;2
12;1231 Ullensvang (1977-2019);1231;1999;:;:;:;:;:;:
12;1231 Ullensvang (1977-2019);1231;2000;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2001;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2002;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2003;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2004;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2005;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2006;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2007;0;0;0;0;0;0
12;1231 Ullensvang (1977-2019);1231;2008;0;0;0;0;0;0
