Vassdrag	Vdrnr	Aar	FangstHunnU3_Justert	FangstHunn37_Justert	FangstHunnO7_Justert	GytingHunnU3	GytingHunn37	GytingHunnO7	AndelHunnU3	AndelHunn37	AndelHunnO7
Gjervalelva	159.21Z	2012	10.37123599	51.67434944	11.14534377	9.082283183	89.56938386	21.85763859	0.301721514	0.703480402	0.559713338
Gjervalelva	159.21Z	2013	11.11265422	53.7193434	13.03817276	9.167551285	82.78360191	20.27220322	0.300497645	0.704120562	0.551686744
Gjervalelva	159.21Z	2014	9.534923049	54.92965591	12.98352752	7.856572153	86.27823257	17.44943742	0.290799266	0.700677495	0.536537113
Gjervalelva	159.21Z	2015	10.95011618	53.21017704	13.35849813	9.673037453	85.63058555	24.43179585	0.299183502	0.710035003	0.548989263
Gjervalelva	159.21Z	2016	10.09475007	57.23004472	12.95313158	8.036368152	89.03316918	19.37595912	0.294649466	0.694816319	0.54318233
Gjervalelva	159.21Z	2017	11.85877879	55.82912161	12.57272191	8.083467281	90.24986554	17.15611421	0.302531805	0.695360293	0.551499503
Gjervalelva	159.21Z	2018	9.991284196	54.72961498	12.90328613	9.392731154	92.00243361	25.54508988	0.304759462	0.708363024	0.551021407
Gjervalelva	159.21Z	2019	10.88312987	54.87644145	11.62267329	9.039246314	82.80494829	18.84733222	0.307728283	0.687505586	0.542375763
Reip?assdraget	160.43Z	1993	33.41959962	5.943463082	0	58.29232018	20.17490214	NA	0.566382304	0.696791672	0.54529786
Reip?assdraget	160.43Z	1994	33.07720484	5.111370514	0	57.68137283	19.24357625	NA	0.547253344	0.701740503	0.546871653
Reip?assdraget	160.43Z	1995	34.56111977	5.848272323	0	53.26669942	13.94362347	NA	0.546602246	0.695347214	0.549094114
Reip?assdraget	160.43Z	1996	35.02651927	5.008207195	0	51.96114796	17.52160794	NA	0.552306472	0.696523292	0.542547905
Reip?assdraget	160.43Z	1997	34.26281002	5.578803586	0	50.65585365	16.24285602	NA	0.550830617	0.70260957	0.553858617
Reip?assdraget	160.43Z	1998	33.63199005	4.795644628	0	47.54250021	15.67576354	NA	0.544601992	0.695445536	0.539406353
Reip?assdraget	160.43Z	1999	33.64879217	5.705347266	0	47.73079487	13.59658124	NA	0.544478838	0.697704388	0.549279466
Reip?assdraget	160.43Z	2000	32.7938221	4.8325389	0	55.4975586	11.58688548	NA	0.538138403	0.706418829	0.554686685
Reip?assdraget	160.43Z	2001	35.54683284	5.773474836	0	50.09265217	10.96736781	NA	0.557997638	0.702983557	0.553948953
Reip?assdraget	160.43Z	2002	34.47753543	5.506519213	0	47.44692349	19.19578175	NA	0.557888923	0.700344908	0.54834492
Reip?assdraget	160.43Z	2003	33.27247907	5.424800048	0	46.63812588	18.55555342	NA	0.547165646	0.703654999	0.553123515
Reip?assdraget	160.43Z	2004	35.3982077	4.952140414	0	63.54710504	21.24453496	NA	0.552426496	0.704726043	0.553047229
Reip?assdraget	160.43Z	2005	32.81745144	5.069638708	0	54.57875014	16.7871642	NA	0.541688436	0.695742198	0.54964289
Reip?assdraget	160.43Z	2006	32.44704444	5.496643916	0	50.83624412	12.86696082	NA	0.551402574	0.695820118	0.549252128
Reip?assdraget	160.43Z	2007	33.94527879	5.279495221	0	47.08336057	13.66610705	NA	0.548167592	0.70213085	0.547031882
Reip?assdraget	160.43Z	2008	34.47973935	5.990423844	0	53.47442677	17.87006292	NA	0.56457687	0.693323637	0.550906464
Reip?assdraget	160.43Z	2009	33.86309545	5.342547179	0	45.93212475	25.4841226	NA	0.554360569	0.703002091	0.55132695
Reip?assdraget	160.43Z	2010	35.65009909	6.128874123	0	48.09653584	29.33468624	NA	0.550090056	0.707586289	0.553652057
Reip?assdraget	160.43Z	2011	32.60350119	5.278565178	0	48.56131114	18.48112539	NA	0.548437825	0.691935279	0.544917462
Reip?assdraget	160.43Z	2012	34.58631751	5.601126737	0	49.02555076	18.82505841	NA	0.551157145	0.706164191	0.549044191
Reip?assdraget	160.43Z	2013	33.8713403	3.942016703	0	59.46141193	14.22903827	NA	0.555864079	0.698221276	0.544702037
Reip?assdraget	160.43Z	2014	35.88811213	5.45337123	0	48.67308866	21.06292924	NA	0.550333515	0.699643796	0.541199848
Reip?assdraget	160.43Z	2015	32.50128167	5.887547585	0	48.20116713	25.4628996	NA	0.547853779	0.696573415	0.543764267
Reip?assdraget	160.43Z	2016	33.20188375	5.433329975	0	52.43069834	17.27941977	NA	0.546941259	0.695516863	0.552495602
Reip?assdraget	160.43Z	2017	31.45799335	6.080471029	0	54.15389277	14.10948235	NA	0.542237976	0.693122883	0.547419437
Reip?assdraget	160.43Z	2018	34.13256551	5.235996507	0	51.86202912	19.14773079	NA	0.547475246	0.695015769	0.54655378
Reip?assdraget	160.43Z	2019	33.21655799	5.549120088	0	56.30313223	12.49420259	NA	0.543074297	0.704891065	0.549511877
Spildervassdraget	160.41Z	1993	48.76264806	42.22472969	0	91.99363764	118.9089124	0	0.54561532	0.693477463	0.550306804
Spildervassdraget	160.41Z	1994	50.85164753	42.77715489	0	98.40041035	99.16902358	0	0.545725232	0.698545545	0.553018313
Spildervassdraget	160.41Z	1995	49.07447269	41.90410256	0.26278041	90.66152663	118.2595215	1.641295262	0.55261442	0.701805408	0.548064281
Spildervassdraget	160.41Z	1996	49.11837052	43.9438219	0	111.1443095	114.4860103	0	0.547524493	0.69591376	0.542622598
Spildervassdraget	160.41Z	1997	48.63595666	41.92469416	0	112.1488061	110.2078029	0	0.543557046	0.698263188	0.557406991
Spildervassdraget	160.41Z	1998	50.86827122	40.32380509	0	89.83025189	110.3295999	0	0.553915157	0.701245122	0.547598006
Spildervassdraget	160.41Z	1999	50.68877918	40.87095497	0	93.20737495	124.9924372	0	0.549341357	0.698347965	0.546019188
Spildervassdraget	160.41Z	2000	51.46564702	41.92752196	0	107.4278214	91.7052583	0	0.54849488	0.702291285	0.557804674
Spildervassdraget	160.41Z	2001	51.02503925	40.3532608	0	106.5193743	99.80570673	0	0.558475988	0.698246112	0.554062587
Spildervassdraget	160.41Z	2002	49.59535482	41.67430016	3.99906696	87.56701227	113.1062447	17.17151019	0.549587687	0.690772917	0.558498434
Spildervassdraget	160.41Z	2003	48.90190515	43.83106812	0	91.97427802	83.98919602	0	0.548954652	0.706637833	0.541823093
Spildervassdraget	160.41Z	2004	50.25932102	43.71096166	0	80.28505597	121.9853035	0	0.537523693	0.690923866	0.555074629
Spildervassdraget	160.41Z	2005	49.73036136	43.11457879	0	95.6307837	109.9145343	0	0.547131238	0.698197841	0.554889759
Spildervassdraget	160.41Z	2006	50.73603063	41.71234153	3.8607548	95.94137734	99.24443457	13.0182824	0.543258704	0.703011636	0.549975024
Spildervassdraget	160.41Z	2007	50.75216551	39.5807335	0.270003566	89.68519867	142.0455092	1.699403777	0.558182562	0.693288151	0.547244269
Spildervassdraget	160.41Z	2008	49.16183414	39.9364484	0	101.0634464	106.0195748	0	0.547527576	0.699832918	0.545495689
Spildervassdraget	160.41Z	2009	48.13493231	42.52099031	0	93.5813469	99.11898599	0	0.550584258	0.700952343	0.551288957
Spildervassdraget	160.41Z	2010	48.33815706	41.44087567	0	99.886027	116.9171146	0	0.54747708	0.700163091	0.56102474
Spildervassdraget	160.41Z	2011	49.76199876	45.32585819	0	97.35915807	103.1264305	0	0.545030854	0.698931308	0.554228644
Spildervassdraget	160.41Z	2012	49.2875648	42.76500336	3.865131549	89.50503912	95.63194555	16.33186972	0.55906425	0.71005137	0.555466189
Spildervassdraget	160.41Z	2013	51.02548941	41.74111339	0	104.5911128	122.1075918	0	0.549031426	0.705740593	0.553062027
Spildervassdraget	160.41Z	2014	49.08786968	42.19944878	3.756361878	89.93870984	123.3441284	12.49119164	0.549445765	0.699210182	0.552666133
Spildervassdraget	160.41Z	2015	49.75152499	41.04818932	4.027392594	94.90572688	126.5110857	11.33292256	0.549407258	0.705178576	0.551241666
Spildervassdraget	160.41Z	2016	51.66457776	39.15618047	3.948964457	91.82652998	105.6446613	15.3631145	0.543938969	0.706462841	0.556282922
Spildervassdraget	160.41Z	2017	50.66627084	42.36494818	0	91.37548078	90.32744337	0	0.559064342	0.703607083	0.551652131
Spildervassdraget	160.41Z	2018	50.61497058	43.80071474	0	111.3304066	96.95316765	0	0.555408361	0.704735881	0.553170612
Spildervassdraget	160.41Z	2019	50.2734299	43.42472875	0	92.47541956	104.5789832	0	0.552186997	0.701188303	0.551715321
Alsv?vassdraget	185.1Z	1993	62.42757861	6.213167043	0	100.2563257	18.7813887	0	0.554843462	0.700707722	0.54497022
Alsv?vassdraget	185.1Z	1994	59.3557791	7.013962973	0	100.0020325	17.77313826	0	0.547856585	0.698277832	0.542579867
Alsv?vassdraget	185.1Z	1995	61.29800619	6.743473095	0	106.4504392	14.75506333	0	0.552260243	0.696469008	0.54997842
Alsv?vassdraget	185.1Z	1996	60.2711828	6.7465645	0	97.70688896	15.71962375	0	0.549841102	0.70080832	0.55960619
Alsv?vassdraget	185.1Z	1997	61.64616329	6.787657861	0	96.54653767	15.97231885	0	0.55266808	0.698990014	0.554253668
Alsv?vassdraget	185.1Z	1998	61.16055896	6.762983739	0	111.349825	18.30733518	0	0.557741873	0.696024014	0.547848368
Alsv?vassdraget	185.1Z	1999	62.81868067	7.196496169	0	97.65521182	15.34368588	0	0.549504298	0.699682064	0.549570117
Alsv?vassdraget	185.1Z	2000	61.07164109	6.614537284	0	115.6320377	22.89252935	0	0.54460256	0.69917152	0.555476493
Alsv?vassdraget	185.1Z	2001	60.19532552	7.199977182	0	94.15761646	19.51120728	0	0.562582596	0.703359793	0.546094567
Alsv?vassdraget	185.1Z	2002	60.56425514	6.586452031	0	90.18628401	23.74286668	0	0.547294288	0.698918252	0.545676873
Alsv?vassdraget	185.1Z	2003	61.90483611	6.754666004	0	100.5168861	13.96622316	0	0.554311999	0.701087085	0.547526061
Alsv?vassdraget	185.1Z	2004	61.77001234	6.617386965	0	100.8748878	18.25891302	0	0.542133873	0.698715355	0.541421709
Alsv?vassdraget	185.1Z	2005	59.95621844	6.985418246	0	111.1518523	20.89327795	0	0.551367633	0.69614073	0.549098279
Alsv?vassdraget	185.1Z	2006	62.78275868	6.583612534	0	107.3403101	19.62187374	0	0.558408392	0.70692646	0.548835311
Alsv?vassdraget	185.1Z	2007	59.63282376	7.139886501	0	127.0855065	20.41521311	0	0.553658065	0.698424306	0.542847709
Alsv?vassdraget	185.1Z	2008	60.90030631	7.008425588	0	100.7572752	21.04418456	0	0.550667159	0.699083698	0.549573567
Alsv?vassdraget	185.1Z	2009	65.58583925	6.968908336	0	103.7266133	17.68881909	0	0.55813564	0.694318096	0.553868021
Alsv?vassdraget	185.1Z	2010	61.30829514	7.306457766	0	97.85157706	21.36078804	0	0.555317766	0.703428575	0.557227087
Alsv?vassdraget	185.1Z	2011	64.47629626	6.871990888	0	123.8682826	24.83301491	0	0.555485677	0.698945926	0.548109688
Alsv?vassdraget	185.1Z	2012	62.48139246	6.620792385	0	109.25309	18.88426152	0	0.558266612	0.682218719	0.553968093
Alsv?vassdraget	185.1Z	2013	61.17733473	7.00798395	0	111.3349699	15.55588073	0	0.545626646	0.699204054	0.539434038
Alsv?vassdraget	185.1Z	2014	61.35030341	7.442945237	0	103.7386122	14.75653917	0	0.550090364	0.69061294	0.554499483
Alsv?vassdraget	185.1Z	2015	62.82825361	6.878160502	0	104.3410434	17.7071388	0	0.559285335	0.705092023	0.553186311
Alsv?vassdraget	185.1Z	2016	63.23293702	7.064884522	0	109.8334805	16.03966589	0	0.546734006	0.704050544	0.546107732
Alsv?vassdraget	185.1Z	2017	58.68944637	6.796795387	0	121.445698	14.50254606	0	0.542344348	0.701317969	0.549455091
Alsv?vassdraget	185.1Z	2018	61.35007067	6.868636997	0	99.36492484	17.65399724	0	0.551075626	0.703026163	0.552170561
Alsv?vassdraget	185.1Z	2019	62.79199202	6.895298114	0	110.5825081	18.68972534	0	0.549439063	0.702186135	0.554808884
Buksnesvassdraget	178.7Z	1993	254.3305277	114.9430864	0	283.3816452	256.1914622	0	0.55933024	0.693153039	0.554264635
Buksnesvassdraget	178.7Z	1994	247.6818217	120.5571553	0	249.867709	201.9641431	0	0.55544305	0.70440151	0.554739967
Buksnesvassdraget	178.7Z	1995	246.1931296	123.3712684	0	270.4643038	270.477561	0	0.547254085	0.700502016	0.551079802
Buksnesvassdraget	178.7Z	1996	242.1168996	117.0787562	0	246.7884469	262.40067	0	0.548037497	0.709079259	0.557583264
Buksnesvassdraget	178.7Z	1997	245.102853	115.2684881	0	281.4792354	269.489676	0	0.5554971	0.698011106	0.544411488
Buksnesvassdraget	178.7Z	1998	257.8670646	119.2223992	0	276.9369575	235.7675933	0	0.558494846	0.703890064	0.545108608
Buksnesvassdraget	178.7Z	1999	248.6726905	119.2992198	0	257.3454967	262.4888945	0	0.547183551	0.702403779	0.552993206
Buksnesvassdraget	178.7Z	2000	250.5427109	124.1739013	0	249.4528264	223.8350496	0	0.550093237	0.710042166	0.551288357
Buksnesvassdraget	178.7Z	2001	240.4491744	119.7506452	0	273.0831855	264.1780475	0	0.545269448	0.691836216	0.543969
Buksnesvassdraget	178.7Z	2002	241.9953904	122.2291055	0	251.7040511	299.2958476	0	0.553452266	0.707917905	0.545715192
Buksnesvassdraget	178.7Z	2003	247.1462956	117.0277492	0	285.6712735	259.5161578	0	0.543118037	0.692282414	0.548219945
Buksnesvassdraget	178.7Z	2004	256.9663115	125.4660676	0	286.3658318	292.005383	0	0.549090574	0.713955569	0.55826036
Buksnesvassdraget	178.7Z	2005	248.3176059	110.3781927	0	260.1625009	223.6311992	0	0.551948435	0.695773957	0.551791926
Buksnesvassdraget	178.7Z	2006	250.4390193	119.2004536	0	281.5397897	295.4765874	0	0.547826316	0.704155644	0.54521771
Buksnesvassdraget	178.7Z	2007	240.4809576	119.4898556	0	263.849783	260.2639962	0	0.544308468	0.695311847	0.547855319
Buksnesvassdraget	178.7Z	2008	251.9792525	120.7039304	0	264.6520894	234.4601172	0	0.553401289	0.700021175	0.551942525
Buksnesvassdraget	178.7Z	2009	258.3781137	120.5929034	0	279.0396774	315.9763067	0	0.568398906	0.699455215	0.554440478
Buksnesvassdraget	178.7Z	2010	253.8916073	111.7327932	0	308.0827269	272.9392553	0	0.551401904	0.696384491	0.553618087
Buksnesvassdraget	178.7Z	2011	239.7988013	116.3613129	0	276.6962251	260.4934235	0	0.552518138	0.705273381	0.548733525
Buksnesvassdraget	178.7Z	2012	243.7838582	113.9582395	0	283.3687051	283.1944435	0	0.550582897	0.698004588	0.561459227
Buksnesvassdraget	178.7Z	2013	243.5118697	114.4656723	0	263.7180721	200.7138395	0	0.560555616	0.703639868	0.547392935
Buksnesvassdraget	178.7Z	2014	243.9070856	120.2926084	0	274.6600209	265.3175908	0	0.548979541	0.703049672	0.553634906
Buksnesvassdraget	178.7Z	2015	252.3439369	114.4019035	0	279.004487	221.8343064	0	0.55960732	0.698864319	0.548978543
Buksnesvassdraget	178.7Z	2016	240.8012466	118.1679366	0	252.493869	218.5483694	0	0.557597638	0.699315164	0.555727382
Buksnesvassdraget	178.7Z	2017	243.6451508	118.0343077	0	271.1445289	293.0435761	0	0.550556749	0.700621017	0.545712685
Buksnesvassdraget	178.7Z	2018	250.2155179	118.625606	0	274.4960956	278.993981	0	0.550680021	0.697260708	0.552735136
Buksnesvassdraget	178.7Z	2019	234.7325074	122.7589452	0	269.0375823	217.6379188	0	0.54910378	0.697303881	0.556314636
Forfjordelva	178.63Z	1993	0	0	0	32.89219383	0	NA	0.54999482	0.700716781	0.545582568
Forfjordelva	178.63Z	1994	0	0	0	29.01091791	0	NA	0.559486541	0.69373255	0.558184713
Forfjordelva	178.63Z	1995	0	0	0	22.6869764	0	NA	0.543249495	0.691187398	0.548816839
Forfjordelva	178.63Z	1996	0	0	0	21.94029052	0	NA	0.552031216	0.711644197	0.545300992
Forfjordelva	178.63Z	1997	0	0	0	22.86732204	3.634952918	NA	0.557199119	0.692285071	0.549848392
Forfjordelva	178.63Z	1998	0	0	0	29.80691358	0	NA	0.550117926	0.695723851	0.547019402
Forfjordelva	178.63Z	1999	0	0	0	24.51620667	3.307860609	NA	0.547615625	0.706065497	0.548021318
Forfjordelva	178.63Z	2000	0	0	0	29.36476439	0	NA	0.550622253	0.708349242	0.54327263
Forfjordelva	178.63Z	2001	0	0	0	22.38158735	5.157853147	NA	0.545986309	0.689020618	0.550465344
Forfjordelva	178.63Z	2002	0	0	0	23.85413725	0	NA	0.55946316	0.701274591	0.548497283
Forfjordelva	178.63Z	2003	0	0	0	21.8103829	0	NA	0.556056343	0.69703089	0.557063779
Forfjordelva	178.63Z	2004	0	0	0	24.80379819	0	NA	0.552671129	0.707928266	0.545974632
Forfjordelva	178.63Z	2005	0	0	0	24.95242198	0	NA	0.556932727	0.707609143	0.544363475
Forfjordelva	178.63Z	2006	0	0	0	22.24304658	0	NA	0.545440178	0.697189304	0.54544146
Forfjordelva	178.63Z	2007	0	0	0	28.84937365	0	NA	0.548683123	0.705819053	0.547312186
Forfjordelva	178.63Z	2008	0	0	0	18.80654416	0	NA	0.551775322	0.70879136	0.556957907
Forfjordelva	178.63Z	2009	0	0	0	21.2834884	0	NA	0.55459594	0.704416636	0.550863446
Forfjordelva	178.63Z	2010	0	0	0	23.95010653	0	NA	0.543822901	0.69623904	0.560537517
Forfjordelva	178.63Z	2011	0	0	0	27.15046462	0	NA	0.557906724	0.699538299	0.545408997
Forfjordelva	178.63Z	2012	0	0	0	26.13351308	0	NA	0.547167843	0.694781821	0.550538482
Forfjordelva	178.63Z	2013	0	0	0	25.28330958	0	NA	0.550556553	0.701291522	0.541211137
Forfjordelva	178.63Z	2014	0	0	0	20.36934829	0	NA	0.554128471	0.700632243	0.542300564
Forfjordelva	178.63Z	2015	0	0	0	22.27652936	0	NA	0.544525139	0.696971526	0.557117661
Forfjordelva	178.63Z	2016	0	0	0	22.34196949	0	NA	0.544657777	0.698679393	0.556097295
Forfjordelva	178.63Z	2017	0	0	0	31.87188892	0	NA	0.551761037	0.70369913	0.557584573
Forfjordelva	178.63Z	2018	0	0	0	20.45201175	3.873281293	NA	0.552007309	0.692314685	0.554412831
Forfjordelva	178.63Z	2019	0	0	0	30.40529147	0	NA	0.554529991	0.695462294	0.549642529
G?dselvvassdraget	178.6Z	1993	205.5638447	54.48293145	0	177.3112241	96.44731623	0	0.556214821	0.700450395	0.558755859
G?dselvvassdraget	178.6Z	1994	207.8586908	48.01703505	0	169.7879131	95.88403475	0	0.553740761	0.702953478	0.554252159
G?dselvvassdraget	178.6Z	1995	220.682081	51.73000733	0	154.7531272	113.4697766	0	0.555070937	0.694669491	0.548497784
G?dselvvassdraget	178.6Z	1996	209.0413492	50.88507828	0	168.1608335	89.06279255	0	0.552243096	0.701747938	0.550165249
G?dselvvassdraget	178.6Z	1997	215.0311048	47.39195617	0	172.7189689	111.2135064	0	0.546020072	0.693566234	0.541215416
G?dselvvassdraget	178.6Z	1998	208.8770924	48.97103016	0	158.903819	89.33899333	0	0.544590154	0.689791941	0.552777048
G?dselvvassdraget	178.6Z	1999	208.2692408	59.49426857	0	163.8037125	123.069636	0	0.549240518	0.69868714	0.539653745
G?dselvvassdraget	178.6Z	2000	213.6662826	48.98623781	0	159.0757365	74.35080777	0	0.549774267	0.696620971	0.54450522
G?dselvvassdraget	178.6Z	2001	216.7616019	52.5282769	0	144.7460824	111.6052571	0	0.552361	0.70964677	0.548285177
G?dselvvassdraget	178.6Z	2002	212.7539066	54.25398301	0	151.5888133	109.6341182	0	0.541930472	0.702187544	0.552847581
G?dselvvassdraget	178.6Z	2003	203.1057945	54.68588471	0	158.2673881	106.2258731	0	0.548622576	0.701263509	0.54168865
G?dselvvassdraget	178.6Z	2004	213.6313646	52.98245748	0	157.9673001	92.24191402	0	0.549412926	0.699238189	0.556132028
G?dselvvassdraget	178.6Z	2005	199.3014901	54.64151248	0	141.4445956	92.31224266	0	0.542978759	0.699893918	0.558361474
G?dselvvassdraget	178.6Z	2006	222.1328837	51.68996961	0	159.8534307	124.9247263	0	0.556387464	0.701293907	0.550794775
G?dselvvassdraget	178.6Z	2007	214.2656503	50.22690353	0	151.3715997	103.5364004	0	0.554647611	0.704307469	0.541703998
G?dselvvassdraget	178.6Z	2008	221.342641	47.57344163	0	171.5895549	98.45557034	0	0.551657474	0.708236764	0.548555244
G?dselvvassdraget	178.6Z	2009	223.0572123	55.33175813	0	144.7063901	105.0563957	0	0.550008963	0.694177538	0.546984796
G?dselvvassdraget	178.6Z	2010	206.1989496	50.60577295	0	161.1988778	95.07100976	0	0.552744712	0.700863217	0.556516631
G?dselvvassdraget	178.6Z	2011	208.2395509	50.62397932	0	159.9905602	105.6351037	0	0.542843464	0.696462006	0.553015228
G?dselvvassdraget	178.6Z	2012	209.2702423	50.65320556	0	158.6582163	84.85530689	0	0.548840194	0.714887725	0.54861551
G?dselvvassdraget	178.6Z	2013	212.9898532	58.34147178	0	151.6983993	116.5582959	0	0.549005692	0.70335881	0.541304901
G?dselvvassdraget	178.6Z	2014	205.2042104	52.68643529	0	168.4607415	101.3017835	0	0.549763867	0.69892504	0.549717812
G?dselvvassdraget	178.6Z	2015	210.3881833	58.30119305	0	164.8298876	110.5695373	0	0.555682648	0.705019568	0.557411844
G?dselvvassdraget	178.6Z	2016	215.7693236	51.69162505	0	156.9827651	94.83490597	0	0.551567252	0.698671439	0.554030873
G?dselvvassdraget	178.6Z	2017	208.6547851	54.33035413	0	155.6378246	128.8840154	0	0.556573994	0.706146262	0.550551214
G?dselvvassdraget	178.6Z	2018	206.3481549	52.94579749	0	184.4516803	90.5490477	0	0.548124464	0.703770396	0.542869122
G?dselvvassdraget	178.6Z	2019	201.0790541	49.03344506	0	161.9871657	79.17535775	0	0.543162633	0.699495504	0.553338628
Kjerringnesvassdraget	178.51Z	1993	68.03204302	45.40006309	0	105.4157031	130.6085828	0	0.551039935	0.695735713	0.553406417
Kjerringnesvassdraget	178.51Z	1994	62.87274037	46.56279997	0	100.8454616	116.8161635	0	0.556324722	0.698239839	0.551731563
Kjerringnesvassdraget	178.51Z	1995	66.19767436	44.74649392	0	112.2349754	129.7836908	0	0.551271441	0.696534185	0.545684253
Kjerringnesvassdraget	178.51Z	1996	69.54104181	46.16331	0	101.5779385	119.0476374	0	0.559339456	0.693494623	0.543524033
Kjerringnesvassdraget	178.51Z	1997	65.16146347	46.94416731	0	97.43207691	134.1656458	0	0.544495226	0.70652415	0.546475276
Kjerringnesvassdraget	178.51Z	1998	65.11823923	44.2145241	0	106.4331651	126.9218152	0	0.559208852	0.701847976	0.547540922
Kjerringnesvassdraget	178.51Z	1999	65.80065248	47.75760031	0	99.56819235	113.1352723	0	0.553413387	0.701051733	0.545300149
Kjerringnesvassdraget	178.51Z	2000	64.84075851	47.91902388	0	86.0251802	115.346669	0	0.545074119	0.697052654	0.55212553
Kjerringnesvassdraget	178.51Z	2001	64.80762852	47.04644176	0	93.12763206	134.080462	0	0.547472668	0.696778356	0.550253476
Kjerringnesvassdraget	178.51Z	2002	67.16879424	46.25454162	0	88.25440801	128.4564919	0	0.549393746	0.694642868	0.552359805
Kjerringnesvassdraget	178.51Z	2003	65.81146389	46.1748766	0	96.26032068	147.0713072	0	0.549795273	0.698541754	0.554490326
Kjerringnesvassdraget	178.51Z	2004	65.08281188	47.27930239	0	88.26072859	103.1484269	0	0.548105705	0.702716859	0.549073121
Kjerringnesvassdraget	178.51Z	2005	65.07316268	47.86059311	0	95.15032596	121.7729902	0	0.55289435	0.702478832	0.555803824
Kjerringnesvassdraget	178.51Z	2006	66.31397662	43.37607689	0	97.73710107	126.8735625	0	0.555134579	0.695497491	0.558594968
Kjerringnesvassdraget	178.51Z	2007	66.7786155	43.68541776	0	92.26390663	110.9640142	0	0.555787684	0.711614297	0.558201396
Kjerringnesvassdraget	178.51Z	2008	63.65143482	42.44442715	0	117.7700925	111.4251039	0	0.549132915	0.703879986	0.555396685
Kjerringnesvassdraget	178.51Z	2009	68.47768293	48.98351571	0	113.6941388	118.5674719	0	0.556437669	0.69624971	0.545503525
Kjerringnesvassdraget	178.51Z	2010	63.86955388	46.89156985	0	100.0771716	139.5936036	0	0.547175376	0.702240609	0.554698334
Kjerringnesvassdraget	178.51Z	2011	67.27536804	44.86920179	0	107.5361639	124.9985425	0	0.549704677	0.695021336	0.545604106
Kjerringnesvassdraget	178.51Z	2012	64.61627904	45.03725967	0	104.6189206	122.9414806	0	0.545797723	0.703318689	0.548055313
Kjerringnesvassdraget	178.51Z	2013	66.71765794	46.92866133	0	90.30729507	117.05504	0	0.555342054	0.7009936	0.546207193
Kjerringnesvassdraget	178.51Z	2014	65.89837119	47.09038335	0	109.2728024	105.8877627	0	0.552283314	0.70018526	0.544302933
Kjerringnesvassdraget	178.51Z	2015	65.34964995	47.5801872	0	115.3671302	94.1895315	0	0.553293032	0.702577152	0.550839053
Kjerringnesvassdraget	178.51Z	2016	66.29864063	45.93833164	0	100.1852851	112.8852115	0	0.552483465	0.697608058	0.5558163
Kjerringnesvassdraget	178.51Z	2017	68.33226368	46.25019959	0	89.8684121	131.1205592	0	0.549746589	0.69006592	0.546735702
Kjerringnesvassdraget	178.51Z	2018	67.20114413	48.04497786	0	81.75468674	133.7846678	0	0.546035319	0.705779678	0.560113955
Kjerringnesvassdraget	178.51Z	2019	67.67253959	45.39030728	0	87.43561255	128.6036307	0	0.552223944	0.700334188	0.555582325
Roksdalsvassdraget	186.2Z	1993	553.1386561	229.8688611	0	635.8123182	439.5558449	0	0.549545063	0.701206899	0.550412783
Roksdalsvassdraget	186.2Z	1994	548.702592	235.4838839	0	684.3672756	411.1247964	0	0.554972569	0.702934289	0.548326299
Roksdalsvassdraget	186.2Z	1995	545.793995	233.6913997	0	648.5503224	532.4644022	0	0.551254956	0.70325363	0.559428749
Roksdalsvassdraget	186.2Z	1996	533.6046415	237.0033648	0	613.9290895	446.7334839	0	0.550564336	0.697947213	0.556463558
Roksdalsvassdraget	186.2Z	1997	573.3858639	241.1510755	0	656.1020302	464.5454259	0	0.548572809	0.706359331	0.561783335
Roksdalsvassdraget	186.2Z	1998	547.2501239	238.0927791	0	657.8536456	471.5797942	0	0.550193922	0.698287821	0.549047986
Roksdalsvassdraget	186.2Z	1999	556.2554027	233.8657498	0	656.7059494	426.5481444	0	0.55016763	0.700452562	0.539622363
Roksdalsvassdraget	186.2Z	2000	556.4642708	227.0419325	0	712.9681392	430.7292506	0	0.548663984	0.703989914	0.552389904
Roksdalsvassdraget	186.2Z	2001	552.8420614	237.4076766	0	619.7474425	448.2622521	0	0.54067359	0.704200194	0.559812105
Roksdalsvassdraget	186.2Z	2002	566.687101	232.776813	0	641.5660181	364.7335487	0	0.550944238	0.698797678	0.550758249
Roksdalsvassdraget	186.2Z	2003	561.2252113	225.8910378	0	686.277186	387.5974822	0	0.55122876	0.701132057	0.54123469
Roksdalsvassdraget	186.2Z	2004	554.5078319	232.8005276	0	706.5313706	502.4323225	0	0.550653167	0.70120083	0.543064306
Roksdalsvassdraget	186.2Z	2005	538.3723814	223.6121746	0	663.4699487	439.1741057	0	0.554496737	0.700077214	0.558116711
Roksdalsvassdraget	186.2Z	2006	515.5943106	236.4418475	0	644.6140756	440.307401	0	0.556132538	0.697307924	0.547938126
Roksdalsvassdraget	186.2Z	2007	535.0849449	239.8516156	0	684.4735192	389.7692403	0	0.543740688	0.700910624	0.549287803
Roksdalsvassdraget	186.2Z	2008	538.791044	235.9848008	0	661.3470562	448.6410675	0	0.545035806	0.698276072	0.549801765
Roksdalsvassdraget	186.2Z	2009	545.8922951	233.3952951	0	664.6686991	464.6030862	0	0.546169219	0.698192366	0.545002282
Roksdalsvassdraget	186.2Z	2010	569.4118262	231.2991102	0	646.120764	453.9985747	0	0.546049939	0.698960344	0.556434428
