"Vassdrag" "Vdrnr" "Aar" "Prosnaad" "Prosnaadsistefire" "prosmaaloppnaaelse" "prosmaaloppnaaelsesistefire" "prosmaaloppnaaelseutrunk" "Utrunksistefire"
"Mandalselva" "022.Z" 2018 100 98.83 100 99.942616430091 191.311948217832 164.483327018525
"Mandalselva" "022.Z" 2019 87.08 95.8 99.2200216657945 99.7560519243591 118.150229324985 158.446361736815
"Nidelva_i_Arendal" "019.Z" 1993 0 NA 13.9461196854329 NA 13.9461196854329 NA
"Nidelva_i_Arendal" "019.Z" 1994 0 NA 34.9328519983512 NA 34.9328519983512 NA
"Nidelva_i_Arendal" "019.Z" 1995 0 NA 14.7704724237928 NA 14.7704724237928 NA
"Nidelva_i_Arendal" "019.Z" 1996 0 0 12.2975196862234 18.9867409484501 12.2975196862234 18.9867409484501
"Nidelva_i_Arendal" "019.Z" 1997 0 0 8.42603309477707 17.6067193007861 8.42603309477707 17.6067193007861
"Nidelva_i_Arendal" "019.Z" 1998 0 0 14.4440310185904 12.4845140558459 14.4440310185904 12.4845140558459
"Nidelva_i_Arendal" "019.Z" 1999 0 0 12.16812517857 11.8339272445402 12.16812517857 11.8339272445402
"Nidelva_i_Arendal" "019.Z" 2000 0 0 17.8999515580733 13.2345352125027 17.8999515580733 13.2345352125027
"Nidelva_i_Arendal" "019.Z" 2001 0 0 24.9489653200896 17.3652682688308 24.9489653200896 17.3652682688308
"Nidelva_i_Arendal" "019.Z" 2002 0 0 23.1547999747359 19.5429605078672 23.1547999747359 19.5429605078672
"Nidelva_i_Arendal" "019.Z" 2003 0 0 27.2413156145514 23.3112581168626 27.2413156145514 23.3112581168626
"Nidelva_i_Arendal" "019.Z" 2004 0 0 46.3956447871956 30.4351814241431 46.3956447871956 30.4351814241431
"Nidelva_i_Arendal" "019.Z" 2005 0 0 22.2721438526425 29.7659760572813 22.2721438526425 29.7659760572813
"Nidelva_i_Arendal" "019.Z" 2006 51.6 12.9 93.539234038007 47.3620845730991 105.238413821243 50.2868795189081
"Nidelva_i_Arendal" "019.Z" 2007 0 12.9 46.7948361353886 52.2504647033084 46.7948361353886 55.1752596491173
"Nidelva_i_Arendal" "019.Z" 2008 9.66 15.315 75.157666415766 59.440970110451 76.2979948844449 62.6508471734297
"Nidelva_i_Arendal" "019.Z" 2009 0 15.315 46.6033373887592 65.5237684944802 46.6033373887592 68.7336455574588
"Nidelva_i_Arendal" "019.Z" 2010 10.94 5.15 75.080077180842 60.9089792801889 76.3879724267342 61.5210352088317
"Nidelva_i_Arendal" "019.Z" 2011 100 30.15 100 74.2102702463418 203.226560477815 100.628966294438
"Nidelva_i_Arendal" "019.Z" 2012 96 51.735 99.6692954037224 80.3381774933309 149.182214106249 118.850021099889
"Nidelva_i_Arendal" "019.Z" 2013 1.24 52.045 61.9583728407186 84.1769363563208 62.0230473525781 122.704948590844
"Nidelva_i_Arendal" "019.Z" 2014 94.08 72.83 99.672324352169 90.3249981491525 138.672209152935 138.276007772395
"Nidelva_i_Arendal" "019.Z" 2015 97.06 72.095 99.8887391749124 90.2971829428806 144.475582771136 123.588263345725
"Nidelva_i_Arendal" "019.Z" 2016 97.4 72.445 99.8985138545149 90.3544875555787 143.714479269583 122.221329636558
"Nidelva_i_Arendal" "019.Z" 2017 57.08 86.405 94.6911586496689 98.5376840078163 107.866914240379 133.682296358508
"Nidelva_i_Arendal" "019.Z" 2018 99.7 87.81 99.9900060396896 98.6171044296964 162.942273759772 139.749812510218
"Nidelva_i_Arendal" "019.Z" 2019 97.76 87.985 99.9022048155667 98.62047083986 154.482645460291 142.251578182506
"Otra" "021.Z" 1993 0 NA 45.0455806080853 NA 45.0455806080853 NA
"Otra" "021.Z" 1994 0 NA 26.8286412205995 NA 26.8286412205995 NA
"Otra" "021.Z" 1995 0 NA 59.1427845524297 NA 59.1427845524297 NA
"Otra" "021.Z" 1996 0 0 24.5868602244024 38.9009666513792 24.5868602244024 38.9009666513792
"Otra" "021.Z" 1997 0 0 35.3761282095026 36.4836035517335 35.3761282095026 36.4836035517335
"Otra" "021.Z" 1998 46.3 11.575 92.9419267227305 53.0119249272663 100.339078608218 54.8612128986382
"Otra" "021.Z" 1999 0 11.575 48.7472888573136 50.4130510034873 48.7472888573136 52.2623389748591
"Otra" "021.Z" 2000 0.34 11.66 63.8117264905906 60.2192675700343 63.8241281101876 62.0716559463054
"Otra" "021.Z" 2001 95.38 35.505 99.7445930653444 76.3113837839948 135.530216665356 87.1101780602687
"Otra" "021.Z" 2002 74.18 42.475 97.886184094439 77.5474481269219 112.444757025575 90.1365976646079
"Otra" "021.Z" 2003 100 67.475 100 90.3606259125935 174.405580921921 121.55117068076
"Otra" "021.Z" 2004 89.2 89.69 99.3260535893809 99.2392076872911 122.164956186168 136.136377699755
"Otra" "021.Z" 2005 100 90.845 100 99.303059420955 203.711396471824 153.181672651372
"Otra" "021.Z" 2006 100 97.3 100 99.8315133973452 228.873308581191 182.288810540276
"Otra" "021.Z" 2007 99.9 97.275 99.9951792348288 99.8303082060524 155.722089572172 177.617937702839
"Otra" "021.Z" 2008 100 99.975 100 99.9987948087072 205.874045612939 198.545210059532
"Otra" "021.Z" 2009 68.72 92.155 97.3884319399727 99.3459027937004 108.571843160703 174.760321731751
"Otra" "021.Z" 2010 100 92.155 100 99.3459027937004 226.101180978566 174.067289831095
"Otra" "021.Z" 2011 100 92.18 100 99.3471079849932 286.770638730073 206.82942712057
"Otra" "021.Z" 2012 100 92.18 100 99.3471079849932 190.16953113446 202.903298500951
"Otra" "021.Z" 2013 99.32 99.83 99.9742336363697 99.9935584090924 142.725925601944 211.441819111261
"Otra" "021.Z" 2014 100 99.83 100 99.9935584090924 221.925097217806 210.397798171071
"Otra" "021.Z" 2015 100 99.83 100 99.9935584090924 172.530983766226 181.837884430109
"Otra" "021.Z" 2016 73 93.08 97.8215903391363 99.4489559938765 111.382617534049 162.141156030006
"Otra" "021.Z" 2017 99.88 93.22 99.9986508802202 99.4550603048391 156.048476132619 165.471793662675
"Otra" "021.Z" 2018 100 93.22 100 99.4550603048391 160.426713071194 150.097197626022
"Otra" "021.Z" 2019 100 93.22 100 99.4550603048391 167.277385720217 148.78379811452
