"Vassdrag" "Vdrnr" "Aar" "ExpSmallMin" "FangstAndSmallMin" "ExpSmallMed" "FangstAndSmallMed" "ExpSmallMax" "FangstAndSmallMax" "ExpMellomMin" "FangstAndMellomMin" "ExpMellomMed" "FangstAndMellomMed" "ExpMellomMax" "FangstAndMellomMax" "ExpStorMin" "FangstAndStorMin" "ExpStorMed" "FangstAndStorMed" "ExpStorMax" "FangstAndStorMax"
"Nidelva_i_Arendal" "019.Z" 2011 0.04548699 0.04548699 0.052292494 0.052292494 0.060664112 0.060664112 0.04548699 0.04548699 0.052292494 0.052292494 0.060664112 0.060664112 0.04548699 0.04548699 0.052292494 0.052292494 0.060664112 0.060664112
"Nidelva_i_Arendal" "019.Z" 2012 0.168612137 0.168612137 0.19016883 0.19016883 0.215592044 0.215592044 0.057232958 0.057232958 0.065674913 0.065674913 0.076017104 0.076017104 0.01844203 0.01844203 0.021291479 0.021291479 0.02483011 0.02483011
"Nidelva_i_Arendal" "019.Z" 2013 0.105439486 0.105439486 0.117930444 0.117930444 0.130077377 0.130077377 0.105439486 0.105439486 0.117930444 0.117930444 0.130077377 0.130077377 0.105439486 0.105439486 0.117930444 0.117930444 0.130077377 0.130077377
"Nidelva_i_Arendal" "019.Z" 2014 0.094060186 0.094060186 0.105962839 0.105962839 0.117556783 0.117556783 0.094060186 0.094060186 0.105962839 0.105962839 0.117556783 0.117556783 0.094060186 0.094060186 0.105962839 0.105962839 0.117556783 0.117556783
"Nidelva_i_Arendal" "019.Z" 2015 0.068479355 0.068479355 0.077460106 0.077460106 0.086269345 0.086269345 0.068479355 0.068479355 0.077460106 0.077460106 0.086269345 0.086269345 0.068479355 0.068479355 0.077460106 0.077460106 0.086269345 0.086269345
"Nidelva_i_Arendal" "019.Z" 2016 0.053398058 0.053398058 0.06015386 0.06015386 0.066813915 0.066813915 0.053398058 0.053398058 0.06015386 0.06015386 0.066813915 0.066813915 0.053398058 0.053398058 0.06015386 0.06015386 0.066813915 0.066813915
"Nidelva_i_Arendal" "019.Z" 2017 0.09573316 0.09573316 0.107715324 0.107715324 0.119384096 0.119384096 0.09573316 0.09573316 0.107715324 0.107715324 0.119384096 0.119384096 0.09573316 0.09573316 0.107715324 0.107715324 0.119384096 0.119384096
"Nidelva_i_Arendal" "019.Z" 2018 0.09 0.09 0.12 0.12 0.15 0.15 0.09 0.09 0.12 0.12 0.15 0.15 0.09 0.09 0.12 0.12 0.15 0.15
"Nidelva_i_Arendal" "019.Z" 2019 0.136976047904192 0.15 0.182634730538922 0.2 0.228293413173653 0.25 0.0950819672131148 0.1 0.142622950819672 0.15 0.19016393442623 0.2 0.05 0.05 0.1 0.1 0.15 0.15
"Otra" "021.Z" 1993 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 1994 0.4 0.4 0.55 0.55 0.65 0.65 0 0 0 0 0 0 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 1995 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 1996 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 1997 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 1998 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 1999 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2000 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2001 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2002 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2003 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2004 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2005 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2006 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2007 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2008 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2009 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Otra" "021.Z" 2010 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2011 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2012 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2013 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2014 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2015 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2016 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2017 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Otra" "021.Z" 2018 0.25 0.25 0.4 0.4 0.5 0.5 0.25 0.25 0.3 0.3 0.4 0.4 0.15 0.15 0.25 0.25 0.4 0.4
"Otra" "021.Z" 2019 0.290455991516437 0.3 0.435683987274655 0.45 0.532502651113468 0.55 0.296095444685466 0.3 0.345444685466377 0.35 0.4441431670282 0.45 0.196491228070175 0.2 0.294736842105263 0.3 0.442105263157895 0.45
